species_category,page_url,table_index,row_index,document_name,document_author,document_year,table_caption,Chemical,Endpoint Value,Endpoint Description,Sex,Life Cycle Stage,Sample Size,Location,Type,California Counties,Countries,page_number,Exposure Endpoint Type,Units,Condition,Error,Age-Specific,Lab,parsed_document_title,parsed_authors,parsed_issue,parsed_volume,parsed_year,parsed_journal
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,0,0,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Water velocity tolerance in tadpoles of the foothill yellow-legged frog (Rana boylii): swimming performance, growth, and survival.Author(s)Kupferberg, S.J., Lind, A.J., Thill, V. and Yarnell, S.M.Issue1Volume2011",,See Figure 5A,Proportional hatchling survival by stream velocity,B,Embryo,,,Exposure Factor Datasets,,USA,2,Hatching Success,,,,,,"Water velocity tolerance in tadpoles of the foothill yellow-legged frog (Rana boylii): swimming performance, growth, and survival","Kupferberg, S.J., Lind, A.J., Thill, V., Yarnell, S.M.",1,2011,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,0,0,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Transferability of habitat suitability criteria for a stream breeding frog (Rana boylii) in the Sierra Nevada, California.Author(s)Bondi, C.A., Yarnell, S.M., Lind, A.J. and Lind, A.Issue1Volume8",,12-May,Start time of egg mass deposition,,Embryo,,North Fork Feather River,Exposure Factor Datasets,,USA,2,Time of Mating/ Laying,,,,,,"Transferability of habitat suitability criteria for a stream breeding frog (Rana boylii) in the Sierra Nevada, California","Bondi, C.A., Yarnell, S.M., Lind, A.J., Lind, A.",1,8,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,1,1,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Transferability of habitat suitability criteria for a stream breeding frog (Rana boylii) in the Sierra Nevada, California.Author(s)Bondi, C.A., Yarnell, S.M., Lind, A.J. and Lind, A.Issue1Volume8",,24-Jun,Start time of egg mass deposition,,Embryo,,South Form American River,Exposure Factor Datasets,,USA,2,Time of Mating/ Laying,,,,,,"Transferability of habitat suitability criteria for a stream breeding frog (Rana boylii) in the Sierra Nevada, California","Bondi, C.A., Yarnell, S.M., Lind, A.J., Lind, A.",1,8,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,2,2,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Transferability of habitat suitability criteria for a stream breeding frog (Rana boylii) in the Sierra Nevada, California.Author(s)Bondi, C.A., Yarnell, S.M., Lind, A.J. and Lind, A.Issue1Volume8",,See citation Figure 2,Start time of egg mass deposition,,Embryo,,8 rivers across northern Sierra Nevada,Exposure Factor Datasets,,USA,2,Time of Mating/ Laying,,,,,,"Transferability of habitat suitability criteria for a stream breeding frog (Rana boylii) in the Sierra Nevada, California","Bondi, C.A., Yarnell, S.M., Lind, A.J., Lind, A.",1,8,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,0,0,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Rana Boylii (Foothill Yellow-Legged Frog). Reproduction.Author(s)Bourque, R.M., Bettaso, J.B.Issue4Volume42",,20,,M,Adult,1,South Santiam River,Exposure Factor Datasets,,USA,2,Body Weight - Mean,g,Breeding,,,,Rana Boylii (Foothill Yellow-Legged Frog). Reproduction,"Bourque, R.M., Bettaso, J.B.",4,42,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,1,1,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Rana Boylii (Foothill Yellow-Legged Frog). Reproduction.Author(s)Bourque, R.M., Bettaso, J.B.Issue4Volume42",,13.2,,M,Adult,1,South Santiam River,Exposure Factor Datasets,,USA,2,Body Weight - Mean,g,Breeding,,,,Rana Boylii (Foothill Yellow-Legged Frog). Reproduction,"Bourque, R.M., Bettaso, J.B.",4,42,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,2,2,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Rana Boylii (Foothill Yellow-Legged Frog). Reproduction.Author(s)Bourque, R.M., Bettaso, J.B.Issue4Volume42",,53,Snout-vent length,M,Adult,1,South Santiam River,Exposure Factor Datasets,,USA,2,Body length,mm,Breeding,,,,Rana Boylii (Foothill Yellow-Legged Frog). Reproduction,"Bourque, R.M., Bettaso, J.B.",4,42,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,3,3,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Rana Boylii (Foothill Yellow-Legged Frog). Reproduction.Author(s)Bourque, R.M., Bettaso, J.B.Issue4Volume42",,74.4,Snout-vent length,F,Adult,1,South Santiam River,Exposure Factor Datasets,,USA,2,Body length,mm,Breeding,,,,Rana Boylii (Foothill Yellow-Legged Frog). Reproduction,"Bourque, R.M., Bettaso, J.B.",4,42,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,4,4,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Rana Boylii (Foothill Yellow-Legged Frog). Reproduction.Author(s)Bourque, R.M., Bettaso, J.B.Issue4Volume42",,12.8,,M,Adult,1,South Santiam River,Exposure Factor Datasets,,USA,2,Body Weight - Mean,g,Breeding,,,,Rana Boylii (Foothill Yellow-Legged Frog). Reproduction,"Bourque, R.M., Bettaso, J.B.",4,42,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,5,5,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Rana Boylii (Foothill Yellow-Legged Frog). Reproduction.Author(s)Bourque, R.M., Bettaso, J.B.Issue4Volume42",,35.5,,F,Adult,1,South Santiam River,Exposure Factor Datasets,,USA,2,Body Weight - Mean,g,Breeding,,,,Rana Boylii (Foothill Yellow-Legged Frog). Reproduction,"Bourque, R.M., Bettaso, J.B.",4,42,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,6,6,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Rana Boylii (Foothill Yellow-Legged Frog). Reproduction.Author(s)Bourque, R.M., Bettaso, J.B.Issue4Volume42",,54,Snout-vent length,M,Adult,1,South Santiam River,Exposure Factor Datasets,,USA,2,Body length,mm,Breeding,,,,Rana Boylii (Foothill Yellow-Legged Frog). Reproduction,"Bourque, R.M., Bettaso, J.B.",4,42,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,7,7,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Rana Boylii (Foothill Yellow-Legged Frog). Reproduction.Author(s)Bourque, R.M., Bettaso, J.B.Issue4Volume42",,67.5,,M,Adult,1,South Santiam River,Exposure Factor Datasets,,USA,2,Body Weight - Mean,g,Breeding,,,,Rana Boylii (Foothill Yellow-Legged Frog). Reproduction,"Bourque, R.M., Bettaso, J.B.",4,42,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,0,0,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Rana Boylii (Foothill Yellow-Legged Frog). Upland movement.Author(s)Cook, D.G., White, E., White, P., White, S.Issue2Volume43",,71.3,Distance from creek,B,Both Adults and Juveniles,,"Sulphur Creek, Ukiah",Exposure Factor Datasets,Mendocino,USA,2,Foraging Distance,m,,,,,Rana Boylii (Foothill Yellow-Legged Frog). Upland movement,"Cook, D.G., White, E., White, P., White, S.",2,43,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,0,0,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Rana boylii.Author(s)Zweifel, R.G.",,56,Snout-vent length,M,Adult,Not reported,,Exposure Factor Datasets,El Dorado,USA,2,Body length,mm,Museum specimens,,,,Rana boylii,"Zweifel, R.G.",,,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,1,1,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Rana boylii.Author(s)Zweifel, R.G.",,73,Snout-vent length,F,Adult,Not reported,,Exposure Factor Datasets,El Dorado,USA,2,Body length,mm,Museum specimens,,,,Rana boylii,"Zweifel, R.G.",,,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,0,0,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Persistence and stability of the component helminth community of the foothill yellow-legged frog, Rana boylii (Ranidae), from Humboldt County, California, 1964–1965, versus 2004–2007.Author(s)Bursey, C.R., Goldberg, S.R. and Bettaso, J.B.Issue2Volume163",,45.2,Snout-vent length,B,Not Reported,,,Exposure Factor Datasets,Humboldt,USA,2,Body Weight - Mean,mm,,9.5,,,"Persistence and stability of the component helminth community of the foothill yellow-legged frog, Rana boylii (Ranidae), from Humboldt County, California, 1964–1965, versus 2004–2007","Bursey, C.R., Goldberg, S.R., Bettaso, J.B.",2,163,1964,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,0,0,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:The status of the California tiger salamander (Ambystoma californiense) at Lagunita: A 50-year update.Author(s)Barry, S.J. and Shaffer, H.B.Issue2Volume28",,Few days post migration,Time of spawning,B,Adult,,Xeric central California valleys/foothills,Exposure Factor Datasets,,USA,2,Time of Mating/ Laying,,,,,,The status of the California tiger salamander (Ambystoma californiense) at Lagunita: A 50-year update,"Barry, S.J., Shaffer, H.B.",2,28,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,1,1,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:The status of the California tiger salamander (Ambystoma californiense) at Lagunita: A 50-year update.Author(s)Barry, S.J. and Shaffer, H.B.Issue2Volume28",,2 to 4,Time of egg hatching post deposition,B,Embryo,,Xeric central California valleys/foothills,Exposure Factor Datasets,,USA,2,Time of Hatching or Parturition,weeks,,,,,The status of the California tiger salamander (Ambystoma californiense) at Lagunita: A 50-year update,"Barry, S.J., Shaffer, H.B.",2,28,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,2,2,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:The status of the California tiger salamander (Ambystoma californiense) at Lagunita: A 50-year update.Author(s)Barry, S.J. and Shaffer, H.B.Issue2Volume28",,Algae and aquatic invertebrates,Larval diet,B,Juvenile,,Xeric central California valleys/foothills,Exposure Factor Datasets,,USA,2,Dietary Composition,,,,,,The status of the California tiger salamander (Ambystoma californiense) at Lagunita: A 50-year update,"Barry, S.J., Shaffer, H.B.",2,28,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,3,3,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:The status of the California tiger salamander (Ambystoma californiense) at Lagunita: A 50-year update.Author(s)Barry, S.J. and Shaffer, H.B.Issue2Volume28",,Summer and autumn,Aestivate timing of metamorphosed individuals,B,Juvenile,,Xeric central California valleys/foothills,Exposure Factor Datasets,,USA,2,Time of Fledging or Metamorphosis,,,,,,The status of the California tiger salamander (Ambystoma californiense) at Lagunita: A 50-year update,"Barry, S.J., Shaffer, H.B.",2,28,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,0,0,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Spatially autocorrelated demography and interpond dispersal in the salamander Ambystoma californiense.Author(s)Trenham, P.C., Koenig, W.D. and Shaffer, H.B.Issue12Volume82",,"BP: 45, SK: 8, LC: 89, CRP: 1, SP: 7, HP: 0, WP: 43, CP: 17, TP: 27, AP: n/a",Annual estimated breeding population per pond,M,Adult,,Oak Ridge Ranch; see citation for pond acronyms and areas,Exposure Factor Datasets,Monterey,USA,2,Population Density,No. individuals,Breeding,,,,Spatially autocorrelated demography and interpond dispersal in the salamander Ambystoma californiense,"Trenham, P.C., Koenig, W.D., Shaffer, H.B.",12,82,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,1,1,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Spatially autocorrelated demography and interpond dispersal in the salamander Ambystoma californiense.Author(s)Trenham, P.C., Koenig, W.D. and Shaffer, H.B.Issue12Volume82",,"BP: 13, SK: 0, LC: 32, CRP: 0, SP: 1, HP: 1, WP: 7, CP: 4, TP: 6, AP: n/a",Annual estimated breeding population per pond,F,Adult,,Oak Ridge Ranch; see citation for pond acronyms and areas,Exposure Factor Datasets,Monterey,USA,2,Population Density,No. individuals,Breeding,,,,Spatially autocorrelated demography and interpond dispersal in the salamander Ambystoma californiense,"Trenham, P.C., Koenig, W.D., Shaffer, H.B.",12,82,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,2,2,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Spatially autocorrelated demography and interpond dispersal in the salamander Ambystoma californiense.Author(s)Trenham, P.C., Koenig, W.D. and Shaffer, H.B.Issue12Volume82",,"BP: 47, SK: 14, LC: 325, CRP: 8, SP: 9, HP: 20, WP: 107, CP: 36, TP: 57, AP: 8",Annual estimated breeding population per pond,M,Adult,,Oak Ridge Ranch; see citation for pond acronyms and areas,Exposure Factor Datasets,Monterey,USA,2,Population Density,No. individuals,Breeding,,,,Spatially autocorrelated demography and interpond dispersal in the salamander Ambystoma californiense,"Trenham, P.C., Koenig, W.D., Shaffer, H.B.",12,82,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,3,3,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Spatially autocorrelated demography and interpond dispersal in the salamander Ambystoma californiense.Author(s)Trenham, P.C., Koenig, W.D. and Shaffer, H.B.Issue12Volume82",,"BP: 36, SK: 3, LC: 216, CRP: 1, SP: 2, HP: 6, WP: 44, CP: 12, TP: 39, AP: 4",Annual estimated breeding population per pond,F,Adult,,Oak Ridge Ranch; see citation for pond acronyms and areas,Exposure Factor Datasets,Monterey,USA,2,Population Density,No. individuals,Breeding,,,,Spatially autocorrelated demography and interpond dispersal in the salamander Ambystoma californiense,"Trenham, P.C., Koenig, W.D., Shaffer, H.B.",12,82,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,4,4,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Spatially autocorrelated demography and interpond dispersal in the salamander Ambystoma californiense.Author(s)Trenham, P.C., Koenig, W.D. and Shaffer, H.B.Issue12Volume82",,"BP: 35, SK: 11, LC: 168, CRP: n/a, SP: 0, HP: 17, WP: 37, CP: 11, TP: 35, AP: 2",Annual estimated breeding population per pond,M,Adult,,Oak Ridge Ranch; see citation for pond acronyms and areas,Exposure Factor Datasets,Monterey,USA,2,Population Density,No. individuals,Breeding,,,,Spatially autocorrelated demography and interpond dispersal in the salamander Ambystoma californiense,"Trenham, P.C., Koenig, W.D., Shaffer, H.B.",12,82,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,5,5,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Spatially autocorrelated demography and interpond dispersal in the salamander Ambystoma californiense.Author(s)Trenham, P.C., Koenig, W.D. and Shaffer, H.B.Issue12Volume82",,"BP: 48, SK: 0, LC: 150, CRP: n/a, SP: 1, HP: 1, WP: 8, CP: 5, TP: 3, AP: 0",Annual estimated breeding population per pond,F,Adult,,Oak Ridge Ranch; see citation for pond acronyms and areas,Exposure Factor Datasets,Monterey,USA,2,Population Density,No. individuals,Breeding,,,,Spatially autocorrelated demography and interpond dispersal in the salamander Ambystoma californiense,"Trenham, P.C., Koenig, W.D., Shaffer, H.B.",12,82,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,0,0,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Terrestrial habitat use by adult California tiger salamanders.Author(s)Trenham, P.C.Issue2Volume35",,See citation Figure 1,Distance moved during post-breeding emigration,B,,13,Hastings Natural History Resrevation and Oak Ridge Ranch,Exposure Factor Datasets,Monterey,USA,2,Territory Size,m,,,,,Terrestrial habitat use by adult California tiger salamanders,"Trenham, P.C.",2,35,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,0,0,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Reproductive ecology of a population of the California tiger salamander.Author(s)Loredo, I. and Van Vuren, D.Issue4Volume1996",,"1992-1993: 65, 1993-1994: 121",Breeding population size,M,Adult,,Concord Naval Weapons Station,Exposure Factor Datasets,Contra Costa,USA,2,Population Density,mm,,,,,Reproductive ecology of a population of the California tiger salamander,"Loredo, I., Van Vuren, D.",4,1996,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,1,1,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Reproductive ecology of a population of the California tiger salamander.Author(s)Loredo, I. and Van Vuren, D.Issue4Volume1996",,"1992-1993: 81, 1993-1994: 15",Breeding population size,F,Adult,,Concord Naval Weapons Station,Exposure Factor Datasets,Contra Costa,USA,2,Population Density,mm,,,,,Reproductive ecology of a population of the California tiger salamander,"Loredo, I., Van Vuren, D.",4,1996,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,2,2,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Reproductive ecology of a population of the California tiger salamander.Author(s)Loredo, I. and Van Vuren, D.Issue4Volume1996",,"1991-1992: 1248, 1992-1993: 481, 1993-1994: 3",,B,Juvenile,,Concord Naval Weapons Station,Exposure Factor Datasets,Contra Costa,USA,2,Population Density,mm,,,,,Reproductive ecology of a population of the California tiger salamander,"Loredo, I., Van Vuren, D.",4,1996,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,3,3,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Reproductive ecology of a population of the California tiger salamander.Author(s)Loredo, I. and Van Vuren, D.Issue4Volume1996",,See citation Figure 4,Snout-vent length,B,Juvenile,,Concord Naval Weapons Station,Exposure Factor Datasets,Contra Costa,USA,2,Body length,mm,,,,,Reproductive ecology of a population of the California tiger salamander,"Loredo, I., Van Vuren, D.",4,1996,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,4,4,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Reproductive ecology of a population of the California tiger salamander.Author(s)Loredo, I. and Van Vuren, D.Issue4Volume1996",,200.3,Snout-vent length,M,Adult,65-121,Concord Naval Weapons Station,Exposure Factor Datasets,Contra Costa,USA,2,Body length,mm,,,,,Reproductive ecology of a population of the California tiger salamander,"Loredo, I., Van Vuren, D.",4,1996,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=0,5,5,,"Author(s)Sparling, D.W. and Fellers, G.M.",1964,"Citation:Reproductive ecology of a population of the California tiger salamander.Author(s)Loredo, I. and Van Vuren, D.Issue4Volume1996",,168.1,Snout-vent length,F,Adult,81-15,Concord Naval Weapons Station,Exposure Factor Datasets,Contra Costa,USA,2,Body length,mm,,,,,Reproductive ecology of a population of the California tiger salamander,"Loredo, I., Van Vuren, D.",4,1996,,
